data_week,sfdc_name_l3,am_name_l3,country,service_type_l3,month,customer_type,revenue,gross_profit,data_type,cohort
2025-09-29,sf24,am3,NO,Staffing,2024-05-01,NE,352818.76,37371.36,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2024-06-01,NE,342427.76,38427.88,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2024-07-01,NE,75472.63,34143.54,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2024-08-01,NE,419569.64,15514.74,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2024-09-01,NE,93285.72,34435.77,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2024-10-01,NE,332460.99,6308.5,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2024-11-01,NE,290245.03,31589.12,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2024-12-01,NE,371805.2,24422.97,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-01-01,NE,288017.81,10740.5,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-02-01,NE,309077.15,20739.41,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-03-01,NE,280815.98,33559.48,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-04-01,NE,474501.31,31936.84,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-05-01,NE,463226.29,29490.46,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-06-01,NE,99670.55,34923.84,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-07-01,NE,414071.52,17783.54,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-08-01,NE,53411.81,38322.0,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-09-01,NE,484508.71,12590.79,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-10-01,NE,401468.74,30096.22,actuals,2022
2025-09-29,sf24,am3,NO,Staffing,2025-11-01,NE,378414.61,21493.04,forecast,2022
2025-09-29,sf24,am3,NO,Staffing,2025-12-01,NE,431307.71,19300.55,forecast,2022
2025-09-29,sf25,am2,CO,Staffing,2024-01-01,Pipeline EB,436675.24,30321.37,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-02-01,Pipeline EB,335343.8,13022.92,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-03-01,Pipeline EB,187556.95,9474.77,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-04-01,Pipeline EB,428901.41,19827.57,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-05-01,Pipeline EB,389458.65,20707.07,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-06-01,Pipeline EB,436649.44,33109.78,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-07-01,Pipeline EB,98086.91,17458.23,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-08-01,Pipeline EB,386426.97,11307.18,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-09-01,Pipeline EB,215375.01,11230.62,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-10-01,Pipeline EB,297441.24,12279.17,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-11-01,Pipeline EB,400415.79,16960.49,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2024-12-01,Pipeline EB,469370.69,18056.44,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-01-01,Pipeline EB,130298.91,34183.28,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-02-01,Pipeline EB,74215.71,36383.94,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-03-01,Pipeline EB,127682.44,35401.59,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-04-01,Pipeline EB,159815.71,23272.54,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-05-01,Pipeline EB,163795.08,6285.66,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-06-01,Pipeline EB,350626.26,30776.26,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-07-01,Pipeline EB,111544.28,38390.73,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-08-01,Pipeline EB,320815.89,11091.62,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-09-01,Pipeline EB,135631.13,6416.6,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-10-01,Pipeline EB,115907.09,19444.37,actuals,2022
2025-09-29,sf25,am2,CO,Staffing,2025-11-01,Pipeline EB,320700.54,34056.48,forecast,2022
2025-09-29,sf25,am2,CO,Staffing,2025-12-01,Pipeline EB,356001.18,15930.8,forecast,2022
2025-09-29,sf26,am4,ES,Staffing,2024-01-01,Pipeline NB,228300.73,27585.36,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-02-01,Pipeline NB,299699.78,26060.29,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-03-01,Pipeline NB,221890.33,32578.22,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-04-01,Pipeline NB,295419.1,19844.14,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-05-01,Pipeline NB,378248.04,37399.05,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-06-01,Pipeline NB,127696.14,24048.34,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-07-01,Pipeline NB,223696.74,16007.21,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-08-01,Pipeline NB,435068.5,30613.49,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-09-01,Pipeline NB,153796.14,26389.86,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-10-01,Pipeline NB,168688.47,5772.69,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-11-01,Pipeline NB,481747.88,22583.47,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2024-12-01,Pipeline NB,217866.09,23799.2,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-01-01,Pipeline NB,69426.94,13442.26,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-02-01,Pipeline NB,239138.87,35218.47,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-03-01,Pipeline NB,435669.86,23154.01,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-04-01,Pipeline NB,104007.05,39990.09,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-05-01,Pipeline NB,209582.08,21506.72,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-06-01,Pipeline NB,275063.95,38359.79,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-07-01,Pipeline NB,233552.2,19967.79,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-08-01,Pipeline NB,417469.7,23741.19,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-09-01,Pipeline NB,437111.48,36116.46,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-10-01,Pipeline NB,92119.95,14315.16,actuals,2023
2025-09-29,sf26,am4,ES,Staffing,2025-11-01,Pipeline NB,260414.05,20105.31,forecast,2023
2025-09-29,sf26,am4,ES,Staffing,2025-12-01,Pipeline NB,421000.46,23011.61,forecast,2023
2025-09-29,sf27,am3,NO,Staffing,2024-01-01,NE,474034.39,22532.31,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-02-01,NE,350763.68,6249.19,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-03-01,NE,193786.55,18859.56,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-04-01,NE,104539.38,15879.0,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-05-01,NE,396296.14,19645.06,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-06-01,NE,203930.12,16032.4,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-07-01,NE,339865.26,18734.5,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-08-01,NE,124032.05,23778.06,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-09-01,NE,298523.69,25093.18,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-10-01,NE,297614.2,25921.17,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-11-01,NE,83027.13,22346.22,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2024-12-01,NE,126560.48,20081.16,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-01-01,NE,67089.76,29109.58,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-02-01,NE,137228.69,30249.14,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-03-01,NE,404409.87,18193.91,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-04-01,NE,471201.16,5740.84,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-05-01,NE,204003.04,14821.83,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-06-01,NE,292520.07,33360.06,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-07-01,NE,249440.6,34653.75,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-08-01,NE,142552.76,19454.35,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-09-01,NE,460165.35,37866.44,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-10-01,NE,162903.36,24941.72,actuals,2023
2025-09-29,sf27,am3,NO,Staffing,2025-11-01,NE,256546.83,10684.96,forecast,2023
2025-09-29,sf27,am3,NO,Staffing,2025-12-01,NE,288270.67,32029.39,forecast,2023
2025-09-29,sf28,am4,BE,Staffing,2024-01-01,Pipeline NB,261391.78,6942.14,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-02-01,Pipeline NB,405452.53,37627.01,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-03-01,Pipeline NB,369799.24,32126.82,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-04-01,Pipeline NB,497862.04,25914.39,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-05-01,Pipeline NB,266825.95,38213.52,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-06-01,Pipeline NB,53780.42,8447.62,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-07-01,Pipeline NB,426134.59,10197.56,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-08-01,Pipeline NB,122533.82,15293.77,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-09-01,Pipeline NB,212985.04,34886.32,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-10-01,Pipeline NB,279852.13,12385.5,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-11-01,Pipeline NB,384388.13,37226.29,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2024-12-01,Pipeline NB,175905.1,33071.46,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-01-01,Pipeline NB,295255.12,35470.75,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-02-01,Pipeline NB,437866.74,9145.2,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-03-01,Pipeline NB,245266.7,11899.73,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-04-01,Pipeline NB,163195.0,27405.27,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-05-01,Pipeline NB,444783.46,15452.33,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-06-01,Pipeline NB,71943.93,11847.13,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-07-01,Pipeline NB,178891.71,35302.67,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-08-01,Pipeline NB,431742.11,21994.58,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-09-01,Pipeline NB,227728.36,5148.14,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-10-01,Pipeline NB,292828.22,36202.74,actuals,2022
2025-09-29,sf28,am4,BE,Staffing,2025-11-01,Pipeline NB,434249.37,12360.11,forecast,2022
2025-09-29,sf28,am4,BE,Staffing,2025-12-01,Pipeline NB,292910.46,27852.48,forecast,2022
2025-09-29,sf29,am1,FR,Staffing,2024-01-01,Pipeline EB,449904.31,22211.78,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-02-01,Pipeline EB,101816.78,29543.84,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-03-01,Pipeline EB,105919.1,5547.54,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-04-01,Pipeline EB,98278.57,33486.41,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-05-01,Pipeline EB,137179.37,39114.35,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-06-01,Pipeline EB,121239.14,32671.61,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-07-01,Pipeline EB,99137.39,36368.84,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-08-01,Pipeline EB,257342.85,12284.35,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-09-01,Pipeline EB,339273.48,16299.68,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-10-01,Pipeline EB,190889.48,10623.55,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-11-01,Pipeline EB,408310.03,14450.64,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2024-12-01,Pipeline EB,409355.05,10775.94,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-01-01,Pipeline EB,91799.54,23749.64,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-02-01,Pipeline EB,415829.07,39985.09,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-03-01,Pipeline EB,377479.69,15226.44,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-04-01,Pipeline EB,182867.61,5244.8,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-05-01,Pipeline EB,284509.46,16168.39,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-06-01,Pipeline EB,493348.4,35372.82,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-07-01,Pipeline EB,203240.63,10902.79,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-08-01,Pipeline EB,417882.51,15180.57,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-09-01,Pipeline EB,476503.13,13586.3,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-10-01,Pipeline EB,244956.98,11115.43,actuals,2023
2025-09-29,sf29,am1,FR,Staffing,2025-11-01,Pipeline EB,110206.56,30528.62,forecast,2023
2025-09-29,sf29,am1,FR,Staffing,2025-12-01,Pipeline EB,490746.18,22815.88,forecast,2023
2025-09-29,sf30,am1,NO,Staffing,2024-01-01,NE,298772.31,19678.54,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-02-01,NE,236885.94,22644.61,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-03-01,NE,346580.8,10327.22,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-04-01,NE,443757.57,27236.35,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-05-01,NE,233534.36,31232.16,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-06-01,NE,237730.39,36002.26,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-07-01,NE,286480.67,25957.38,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-08-01,NE,317885.58,13244.68,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-09-01,NE,186627.54,21053.92,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-10-01,NE,325554.06,21449.57,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-11-01,NE,108207.33,18772.1,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2024-12-01,NE,450841.95,7807.36,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-01-01,NE,319533.44,22980.97,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-02-01,NE,272355.26,14681.19,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-03-01,NE,168434.08,9199.9,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-04-01,NE,79034.96,8285.52,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-05-01,NE,91449.06,26329.01,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-06-01,NE,472659.26,26383.05,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-07-01,NE,469819.59,31366.4,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-08-01,NE,425597.17,38618.29,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-09-01,NE,225266.32,11333.48,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-10-01,NE,365754.11,27741.48,actuals,2024
2025-09-29,sf30,am1,NO,Staffing,2025-11-01,NE,311708.37,12324.85,forecast,2024
2025-09-29,sf30,am1,NO,Staffing,2025-12-01,NE,214341.96,5556.08,forecast,2024
2025-09-29,sf31,am4,CO,Outsourcing,2024-01-01,EB,143173.83,38951.55,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-02-01,EB,379291.05,17816.65,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-03-01,EB,198648.37,16994.38,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-04-01,EB,181197.32,9672.33,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-05-01,EB,85843.31,17460.76,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-06-01,EB,302742.35,10974.51,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-07-01,EB,441875.16,37616.22,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-08-01,EB,270556.67,17909.63,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-09-01,EB,317769.69,33602.57,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-10-01,EB,493418.86,29271.58,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-11-01,EB,345908.94,28138.43,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2024-12-01,EB,217882.79,7036.44,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-01-01,EB,229213.19,16551.21,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-02-01,EB,200331.08,21654.48,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-03-01,EB,257086.68,16305.96,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-04-01,EB,369210.3,13534.29,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-05-01,EB,344503.92,11152.07,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-06-01,EB,478251.76,11856.89,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-07-01,EB,233388.93,19118.03,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-08-01,EB,341789.85,13264.44,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-09-01,EB,108750.75,27957.63,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-10-01,EB,337507.48,35195.49,actuals,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-11-01,EB,353501.94,15357.73,forecast,2022
2025-09-29,sf31,am4,CO,Outsourcing,2025-12-01,EB,107224.55,9122.68,forecast,2022
2025-09-29,sf32,am3,PT,Staffing,2024-01-01,Pipeline NB,94201.72,36223.46,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-02-01,Pipeline NB,179782.31,31099.98,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-03-01,Pipeline NB,180457.43,17841.97,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-04-01,Pipeline NB,442262.93,20941.73,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-05-01,Pipeline NB,336436.85,35149.45,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-06-01,Pipeline NB,345888.2,29835.58,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-07-01,Pipeline NB,431464.38,38345.63,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-08-01,Pipeline NB,397275.15,18767.52,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-09-01,Pipeline NB,362039.1,15912.69,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-10-01,Pipeline NB,261760.63,12387.0,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-11-01,Pipeline NB,170028.62,10563.35,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2024-12-01,Pipeline NB,232874.41,20974.99,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-01-01,Pipeline NB,210157.86,10084.87,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-02-01,Pipeline NB,99117.18,23933.15,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-03-01,Pipeline NB,315321.57,38246.11,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-04-01,Pipeline NB,63500.08,24365.32,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-05-01,Pipeline NB,126631.24,29197.6,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-06-01,Pipeline NB,421056.91,31850.65,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-07-01,Pipeline NB,210538.99,33508.96,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-08-01,Pipeline NB,322199.76,18689.8,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-09-01,Pipeline NB,289337.7,38546.56,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-10-01,Pipeline NB,418104.38,11835.67,actuals,2024
2025-09-29,sf32,am3,PT,Staffing,2025-11-01,Pipeline NB,321715.32,6275.47,forecast,2024
2025-09-29,sf32,am3,PT,Staffing,2025-12-01,Pipeline NB,463776.52,26280.61,forecast,2024
2025-09-29,sf33,am4,BE,Outsourcing,2024-01-01,Pipeline EB,305086.11,31980.58,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-02-01,Pipeline EB,462442.26,6970.84,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-03-01,Pipeline EB,341796.75,31121.39,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-04-01,Pipeline EB,442767.33,5182.75,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-05-01,Pipeline EB,182510.89,36334.1,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-06-01,Pipeline EB,241792.53,5050.37,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-07-01,Pipeline EB,441074.58,17719.36,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-08-01,Pipeline EB,199472.86,8768.05,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-09-01,Pipeline EB,336402.24,21809.19,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-10-01,Pipeline EB,245085.81,24181.04,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-11-01,Pipeline EB,410495.44,6750.6,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2024-12-01,Pipeline EB,120344.59,39872.05,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-01-01,Pipeline EB,362928.13,17089.54,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-02-01,Pipeline EB,420417.0,29623.93,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-03-01,Pipeline EB,474672.91,26388.89,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-04-01,Pipeline EB,304644.82,13237.26,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-05-01,Pipeline EB,304162.77,18911.39,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-06-01,Pipeline EB,70101.24,32150.2,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-07-01,Pipeline EB,468016.7,11255.68,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-08-01,Pipeline EB,250038.98,39245.78,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-09-01,Pipeline EB,337757.87,15378.2,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-10-01,Pipeline EB,336728.99,16771.82,actuals,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-11-01,Pipeline EB,312516.42,14284.01,forecast,2023
2025-09-29,sf33,am4,BE,Outsourcing,2025-12-01,Pipeline EB,126497.46,30011.0,forecast,2023
2025-09-29,sf34,am2,NO,Staffing,2024-01-01,Pipeline NB,453513.43,20686.2,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-02-01,Pipeline NB,408087.73,14246.59,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-03-01,Pipeline NB,375189.34,32594.27,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-04-01,Pipeline NB,443788.18,16094.21,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-05-01,Pipeline NB,390931.87,29078.41,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-06-01,Pipeline NB,125907.19,9275.18,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-07-01,Pipeline NB,205324.0,13742.48,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-08-01,Pipeline NB,308440.44,27812.29,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-09-01,Pipeline NB,494909.94,31267.61,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-10-01,Pipeline NB,107270.25,7431.43,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-11-01,Pipeline NB,463558.78,26346.66,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2024-12-01,Pipeline NB,232286.49,30489.39,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-01-01,Pipeline NB,278069.35,6016.48,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-02-01,Pipeline NB,417929.09,10857.98,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-03-01,Pipeline NB,247676.96,29880.59,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-04-01,Pipeline NB,105925.0,17283.22,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-05-01,Pipeline NB,440037.68,17826.2,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-06-01,Pipeline NB,428354.72,22911.92,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-07-01,Pipeline NB,186483.3,18261.51,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-08-01,Pipeline NB,419199.97,27365.46,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-09-01,Pipeline NB,129036.73,16882.88,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-10-01,Pipeline NB,328824.6,36551.94,actuals,2023
2025-09-29,sf34,am2,NO,Staffing,2025-11-01,Pipeline NB,334873.64,33935.82,forecast,2023
2025-09-29,sf34,am2,NO,Staffing,2025-12-01,Pipeline NB,262777.52,28529.52,forecast,2023
2025-09-29,sf35,am1,PT,Outsourcing,2024-01-01,EB,414696.13,35379.64,actuals,2025
2025-09-29,sf35,am1,PT,Outsourcing,2024-02-01,EB,165240.63,26526.93,actuals,2025
2025-09-29,sf35,am1,PT,Outsourcing,2024-03-01,EB,269668.92,38625.36,actuals,2025
2025-09-29,sf35,am1,PT,Outsourcing,2024-04-01,EB,445284.5,23642.62,actuals,2025
2025-09-29,sf35,am1,PT,Outsourcing,2024-05-01,EB,389423.13,15782.32,actuals,2025
